customer_id,total_orders,total_amount,avg_order_value,recency_days,support_ticket_count
CUST00224,4,3249.04,812.26,7,1.0
CUST00225,3,3012.6,1004.1999999999999,148,0.0
CUST00227,6,4383.02,730.5033333333334,213,2.0
CUST00228,7,4150.72,592.96,142,2.0
CUST00229,5,3077.41,615.482,152,1.0
CUST00230,9,8646.32,960.7022222222222,15,2.0
CUST00231,4,2330.3900000000003,582.5975000000001,21,0.0
CUST00232,3,3010.99,1003.6633333333333,7,0.0
CUST00233,3,1626.9899999999998,542.3299999999999,421,0.0
CUST00234,7,5988.42,855.4885714285714,34,0.0
CUST00235,5,3186.58,637.316,12,0.0
CUST00236,2,1796.52,898.26,17,1.0
CUST00238,3,3798.2000000000003,1266.0666666666668,56,2.0
CUST00240,3,2710.16,903.3866666666667,17,1.0
CUST00241,4,4566.46,1141.615,6,0.0
CUST00242,7,4040.24,577.1771428571428,15,0.0
CUST00243,4,3129.06,782.265,129,1.0
CUST00244,2,2449.86,1224.93,204,0.0
CUST00245,5,3729.23,745.846,8,0.0
CUST00246,5,3071.41,614.2819999999999,33,1.0
CUST00249,3,1761.46,587.1533333333333,222,0.0
CUST00251,1,966.73,966.73,101,1.0
CUST00252,6,5194.02,865.6700000000001,250,0.0
CUST00253,3,1901.1299999999999,633.7099999999999,251,0.0
CUST00254,4,3041.57,760.3925,243,0.0
CUST00255,7,5070.56,724.3657142857144,49,2.0
CUST00257,3,1361.41,453.80333333333334,50,0.0
CUST00259,1,1519.33,1519.33,252,0.0
CUST00261,3,2884.77,961.59,6,0.0
CUST00262,3,1649.48,549.8266666666667,9,0.0
CUST00264,2,671.0999999999999,335.54999999999995,91,1.0
CUST00265,3,1918.74,639.58,9,0.0
CUST00268,4,4982.92,1245.73,39,1.0
CUST00270,4,3158.67,789.6675,13,0.0
CUST00271,6,5326.4,887.7333333333332,9,0.0
CUST00273,9,6554.51,728.2788888888889,22,4.0
CUST00274,2,1003.95,501.975,55,0.0
CUST00275,6,3879.21,646.535,301,1.0
CUST00277,4,2222.75,555.6875,5,0.0
CUST00280,9,7889.99,876.6655555555556,52,0.0
CUST00282,2,774.76,387.38,356,1.0
CUST00283,11,8318.05,756.1863636363636,41,4.0
CUST00286,2,2027.25,1013.625,429,1.0
CUST00287,7,6816.38,973.7685714285715,39,1.0
CUST00288,2,1096.1,548.05,170,1.0
CUST00289,3,1303.02,434.34,55,0.0
CUST00290,2,878.26,439.13,58,1.0
CUST00291,9,5604.34,622.7044444444444,118,3.0
CUST00292,4,3132.6,783.15,7,1.0
CUST00294,3,3612.55,1204.1833333333334,34,0.0
CUST00295,5,4296.54,859.308,10,0.0
CUST00296,4,1989.83,497.4575,192,0.0
CUST00297,1,1130.29,1130.29,214,1.0
CUST00298,1,1122.99,1122.99,261,0.0
CUST00299,4,2302.1800000000003,575.5450000000001,403,2.0
CUST00300,5,2586.24,517.2479999999999,47,0.0
CUST00302,4,2534.0,633.5,208,3.0
CUST00304,3,2837.27,945.7566666666667,147,1.0
CUST00307,3,2114.17,704.7233333333334,92,1.0
CUST00308,3,2518.37,839.4566666666666,42,0.0
CUST00309,3,2731.6099999999997,910.5366666666665,68,0.0
CUST00310,2,1126.21,563.105,21,1.0
CUST00311,1,1336.82,1336.82,108,0.0
CUST00312,1,486.27,486.27,124,0.0
CUST00314,1,560.98,560.98,76,0.0
CUST00315,12,11129.380000000001,927.4483333333334,4,2.0
CUST00316,2,1079.82,539.91,157,1.0
CUST00319,6,2585.4700000000003,430.9116666666667,207,0.0
CUST00320,8,5389.51,673.68875,49,1.0
CUST00322,6,3582.34,597.0566666666667,45,0.0
CUST00323,9,7552.84,839.2044444444444,26,0.0
CUST00325,4,3975.12,993.78,2,0.0
CUST00326,3,1868.65,622.8833333333333,184,1.0
CUST00329,4,2102.61,525.6525,7,0.0
CUST00330,4,1658.54,414.635,25,1.0
CUST00331,5,3450.66,690.132,211,2.0
CUST00333,2,1205.58,602.79,29,0.0
CUST00334,3,2170.31,723.4366666666666,145,1.0
CUST00336,7,3979.4700000000003,568.4957142857144,4,0.0
CUST00339,5,3070.33,614.066,27,1.0
CUST00340,10,6781.87,678.187,46,1.0
CUST00341,2,1262.52,631.26,23,0.0
CUST00342,4,3043.19,760.7975,0,1.0
CUST00343,6,2874.94,479.1566666666667,51,0.0
CUST00344,6,4985.95,830.9916666666667,32,4.0
CUST00346,12,10622.109999999999,885.1758333333332,59,2.0
CUST00347,4,3311.46,827.865,244,1.0
CUST00349,6,5889.18,981.5300000000001,14,0.0
CUST00351,8,8615.57,1076.94625,13,3.0
CUST00352,3,2352.36,784.12,22,0.0
CUST00353,4,1755.1200000000001,438.78000000000003,178,1.0
CUST00354,6,3470.21,578.3683333333333,24,1.0
CUST00355,4,3405.2,851.3,231,2.0
CUST00356,6,3137.74,522.9566666666666,21,2.0
CUST00358,2,1523.3600000000001,761.6800000000001,161,1.0
CUST00359,9,6910.4,767.8222222222222,29,0.0
CUST00360,8,9265.23,1158.15375,32,0.0
CUST00361,1,361.04,361.04,229,1.0
CUST00362,6,3159.8599999999997,526.6433333333333,12,1.0
CUST00363,3,1780.5900000000001,593.5300000000001,33,1.0
CUST00364,3,2049.88,683.2933333333334,419,2.0
CUST00366,6,6762.91,1127.1516666666666,37,1.0
CUST00367,1,884.81,884.81,272,0.0
CUST00368,1,348.81,348.81,115,1.0
CUST00370,1,452.14,452.14,232,0.0
CUST00371,3,2631.54,877.18,184,1.0
CUST00372,3,1343.1,447.7,1,1.0
CUST00373,2,1612.8899999999999,806.4449999999999,133,0.0
CUST00374,2,795.8299999999999,397.91499999999996,279,1.0
CUST00375,6,3564.29,594.0483333333333,145,1.0
CUST00376,8,5532.45,691.55625,105,0.0
CUST00378,1,1622.32,1622.32,159,0.0
CUST00380,7,3831.9,547.4142857142857,27,1.0
CUST00381,1,597.86,597.86,242,1.0
CUST00382,3,1584.55,528.1833333333333,42,0.0
CUST00383,7,5682.3099999999995,811.7585714285714,6,3.0
CUST00385,9,6949.7,772.1888888888889,7,3.0
CUST00386,7,5490.0,784.2857142857143,33,1.0
CUST00387,3,3480.7,1160.2333333333333,0,0.0
CUST00388,5,2574.36,514.8720000000001,97,1.0
CUST00389,12,8394.1,699.5083333333333,0,3.0
CUST00390,2,1639.4299999999998,819.7149999999999,114,1.0
CUST00392,7,5290.95,755.85,193,0.0
CUST00393,3,2797.96,932.6533333333333,2,1.0
CUST00394,2,1196.59,598.295,49,1.0
CUST00395,4,2294.75,573.6875,7,1.0
CUST00398,5,3322.37,664.4739999999999,29,1.0
CUST00399,4,2749.65,687.4125,322,0.0
CUST00400,2,1613.97,806.985,34,0.0
CUST00404,6,4631.52,771.9200000000001,253,2.0
CUST00405,1,282.03,282.03,62,1.0
CUST00406,4,1427.6,356.9,22,1.0
CUST00407,2,2405.56,1202.78,16,0.0
CUST00409,7,4946.35,706.6214285714286,118,3.0
CUST00413,4,2693.84,673.46,27,2.0
CUST00415,2,2282.07,1141.035,180,1.0
CUST00416,3,1804.88,601.6266666666667,59,1.0
CUST00419,2,1795.1,897.55,158,0.0
CUST00421,8,6285.45,785.68125,46,2.0
CUST00422,2,1075.03,537.515,185,0.0
CUST00423,3,2349.76,783.2533333333334,195,0.0
CUST00424,2,1297.49,648.745,173,1.0
CUST00425,5,3571.95,714.39,3,0.0
CUST00426,2,1478.25,739.125,137,0.0
CUST00428,8,5359.36,669.92,1,1.0
CUST00429,3,1361.81,453.93666666666667,13,1.0
CUST00430,4,2817.12,704.28,18,0.0
CUST00431,2,903.65,451.825,214,0.0
CUST00432,4,5036.07,1259.0175,172,0.0
CUST00433,7,5386.66,769.5228571428571,52,4.0
CUST00434,3,1824.26,608.0866666666667,33,0.0
CUST00435,3,1740.56,580.1866666666666,260,1.0
CUST00439,3,1981.34,660.4466666666666,179,1.0
CUST00440,1,325.03,325.03,124,1.0
CUST00441,1,786.67,786.67,271,1.0
CUST00443,3,1694.35,564.7833333333333,325,0.0
CUST00444,1,520.84,520.84,292,0.0
CUST00445,2,2068.62,1034.31,59,0.0
CUST00446,1,521.16,521.16,86,0.0
CUST00447,8,3821.6,477.7,7,2.0
CUST00448,5,4291.91,858.382,196,3.0
CUST00449,2,661.52,330.76,269,0.0
CUST00450,2,1364.32,682.16,56,0.0
CUST00452,6,1929.85,321.64166666666665,316,1.0
CUST00453,5,3564.87,712.9739999999999,52,1.0
CUST00455,3,1616.76,538.92,333,1.0
CUST00456,4,3440.2,860.05,207,1.0
CUST00457,2,1371.21,685.605,381,0.0
CUST00459,3,2928.0299999999997,976.0099999999999,297,2.0
CUST00461,4,1579.47,394.8675,254,0.0
CUST00462,3,2689.5,896.5,95,1.0
CUST00463,7,7375.860000000001,1053.6942857142858,9,0.0
CUST00465,1,1298.74,1298.74,237,0.0
CUST00467,3,1620.28,540.0933333333334,5,0.0
CUST00468,2,1077.8600000000001,538.9300000000001,258,1.0
CUST00469,4,2772.31,693.0775,0,0.0
CUST00470,5,3508.62,701.7239999999999,226,2.0
CUST00471,1,307.23,307.23,186,0.0
CUST00472,5,4789.49,957.8979999999999,25,0.0
CUST00473,6,3513.72,585.62,181,2.0
CUST00475,10,7340.669999999999,734.0669999999999,7,0.0
CUST00476,7,6233.25,890.4642857142857,200,3.0
CUST00477,5,3519.83,703.966,59,0.0
CUST00478,4,2005.68,501.42,42,0.0
CUST00479,1,319.34,319.34,329,1.0
CUST00481,4,1811.91,452.9775,53,0.0
CUST00483,8,5388.37,673.54625,34,1.0
CUST00484,6,6028.98,1004.8299999999999,58,3.0
CUST00485,5,2971.02,594.204,288,2.0
CUST00486,2,1807.8600000000001,903.9300000000001,42,0.0
CUST00487,8,3049.97,381.24625,22,6.0
CUST00488,4,2427.65,606.9125,277,0.0
CUST00489,1,963.44,963.44,270,0.0
CUST00490,2,2074.38,1037.19,33,1.0
CUST00492,7,6233.68,890.5257142857143,50,1.0
CUST00495,3,2838.69,946.23,40,0.0
CUST00496,3,2971.8500000000004,990.6166666666668,53,0.0
CUST00497,1,1724.62,1724.62,219,0.0
CUST00498,4,2790.75,697.6875,49,0.0
CUST00499,4,3425.97,856.4925,26,1.0
CUST00500,4,3749.66,937.415,33,0.0
CUST00501,5,3852.58,770.516,26,1.0
CUST00502,4,2253.2200000000003,563.3050000000001,9,0.0
CUST00503,8,5763.58,720.4475,28,3.0
CUST00504,3,3098.74,1032.9133333333332,10,0.0
CUST00505,2,1468.8,734.4,3,0.0
CUST00508,2,1632.0,816.0,37,0.0
CUST00511,7,4352.03,621.7185714285714,3,1.0
CUST00512,4,2468.63,617.1575,76,1.0
CUST00515,4,2719.65,679.9125,28,1.0
CUST00516,1,623.59,623.59,87,0.0
CUST00517,7,4546.23,649.4614285714285,11,2.0
CUST00518,2,852.7099999999999,426.35499999999996,34,0.0
CUST00520,8,5224.33,653.04125,26,0.0
CUST00522,1,1688.22,1688.22,522,0.0
CUST00523,4,3188.02,797.005,52,1.0
CUST00524,10,7161.96,716.196,71,2.0
CUST00525,4,1916.75,479.1875,280,0.0
CUST00526,2,1519.72,759.86,4,0.0
CUST00527,8,6642.15,830.26875,33,0.0
CUST00528,2,1159.92,579.96,42,0.0
CUST00529,2,2291.65,1145.825,42,1.0
CUST00530,5,3597.6600000000003,719.532,31,0.0
CUST00533,3,2081.04,693.68,11,1.0
CUST00534,5,3110.46,622.092,134,1.0
CUST00535,5,5156.9,1031.3799999999999,198,0.0
CUST00536,5,4909.41,981.882,5,0.0
CUST00537,4,3404.59,851.1475,11,0.0
CUST00538,9,7445.27,827.2522222222223,7,0.0
CUST00540,8,5915.85,739.48125,34,3.0
CUST00541,7,5077.73,725.39,29,1.0
CUST00542,4,2512.91,628.2275,8,0.0
CUST00543,4,2320.55,580.1375,257,0.0
CUST00544,2,2284.46,1142.23,145,0.0
CUST00545,2,922.53,461.265,20,1.0
CUST00546,4,3320.79,830.1975,19,0.0
CUST00547,2,1679.69,839.845,59,1.0
CUST00548,3,3100.27,1033.4233333333334,43,0.0
CUST00549,2,1035.57,517.785,192,1.0
CUST00551,4,2251.44,562.86,31,0.0
CUST00552,3,2303.36,767.7866666666667,33,0.0
CUST00553,4,3183.11,795.7775,353,0.0
CUST00554,6,4226.39,704.3983333333334,2,0.0
CUST00555,6,4854.27,809.0450000000001,18,2.0
CUST00556,1,936.16,936.16,86,1.0
CUST00558,2,679.0699999999999,339.53499999999997,459,0.0
CUST00559,3,1821.47,607.1566666666666,15,0.0
CUST00561,3,2339.96,779.9866666666667,14,1.0
CUST00562,2,899.8599999999999,449.92999999999995,319,2.0
CUST00563,2,887.86,443.93,165,0.0
CUST00564,8,4592.1900000000005,574.0237500000001,190,3.0
CUST00566,3,1894.99,631.6633333333333,2,0.0
CUST00569,3,944.54,314.84666666666664,13,0.0
CUST00571,3,1977.83,659.2766666666666,21,1.0
CUST00572,6,3305.75,550.9583333333334,111,0.0
CUST00573,5,2912.39,582.478,185,1.0
CUST00575,1,548.72,548.72,143,1.0
CUST00576,2,799.27,399.635,106,0.0
CUST00577,7,5138.93,734.1328571428572,23,1.0
CUST00578,2,3054.7200000000003,1527.3600000000001,436,0.0
CUST00579,1,301.68,301.68,70,0.0
CUST00582,1,392.06,392.06,346,1.0
CUST00583,4,3652.46,913.115,323,1.0
CUST00584,1,591.05,591.05,143,0.0
CUST00586,4,1853.61,463.4025,188,2.0
CUST00587,2,811.8,405.9,5,0.0
CUST00589,5,4196.7699999999995,839.3539999999999,131,1.0
CUST00590,3,3961.05,1320.3500000000001,200,2.0
CUST00591,2,1767.15,883.575,129,1.0
CUST00593,6,4295.48,715.9133333333333,14,1.0
CUST00594,1,448.78,448.78,151,0.0
CUST00595,6,3393.2200000000003,565.5366666666667,51,0.0
CUST00597,4,3041.18,760.295,112,2.0
CUST00598,4,2429.15,607.2875,23,0.0
CUST00599,5,3511.4900000000002,702.298,17,1.0
CUST00601,1,537.85,537.85,130,0.0
CUST00603,10,5262.13,526.213,8,4.0
CUST00604,3,1794.88,598.2933333333334,11,0.0
CUST00605,5,3199.79,639.958,220,2.0
CUST00606,1,240.15,240.15,180,0.0
CUST00607,3,2332.76,777.5866666666667,309,0.0
CUST00608,4,3561.7799999999997,890.4449999999999,33,1.0
CUST00611,4,3472.66,868.165,295,3.0
CUST00612,2,2120.98,1060.49,108,0.0
CUST00614,1,267.96,267.96,256,0.0
CUST00615,1,446.03,446.03,94,1.0
CUST00616,5,2628.3,525.6600000000001,96,1.0
CUST00618,3,2003.1,667.6999999999999,41,0.0
CUST00619,6,2572.91,428.8183333333333,0,0.0
CUST00620,2,1045.42,522.71,42,1.0
CUST00621,1,348.53,348.53,152,0.0
CUST00622,3,2009.7800000000002,669.9266666666667,240,0.0
CUST00623,5,3290.23,658.046,59,2.0
CUST00624,1,270.09,270.09,292,0.0
CUST00625,4,2155.58,538.895,126,0.0
CUST00626,3,2283.05,761.0166666666668,57,1.0
CUST00628,6,3681.37,613.5616666666666,35,2.0
CUST00629,2,1364.28,682.14,23,0.0
CUST00630,4,3090.95,772.7375,53,0.0
CUST00631,10,6076.9,607.6899999999999,128,2.0
CUST00632,1,1078.63,1078.63,121,0.0
CUST00633,2,2549.94,1274.97,35,0.0
CUST00634,4,1711.76,427.94,178,2.0
CUST00636,3,3886.17,1295.39,8,0.0
CUST00637,7,6428.4,918.342857142857,26,1.0
CUST00638,6,3093.33,515.555,233,0.0
CUST00640,1,641.86,641.86,190,0.0
CUST00641,7,6023.219999999999,860.4599999999999,51,1.0
CUST00642,4,3164.42,791.105,38,0.0
CUST00646,7,6203.32,886.1885714285714,50,1.0
CUST00648,4,2724.16,681.04,0,0.0
CUST00649,6,3181.62,530.27,184,4.0
CUST00651,8,5404.83,675.60375,55,0.0
CUST00653,5,4120.93,824.186,7,0.0
CUST00654,8,7323.56,915.445,13,2.0
CUST00655,11,6803.96,618.5418181818181,4,0.0
CUST00656,5,4088.21,817.642,36,1.0
CUST00658,2,2355.97,1177.985,279,1.0
CUST00661,3,1105.96,368.65333333333336,240,1.0
CUST00662,1,852.96,852.96,184,0.0
CUST00663,8,5700.78,712.5975,124,2.0
CUST00664,2,883.48,441.74,18,1.0
CUST00665,10,7120.71,712.071,35,2.0
CUST00666,2,1618.57,809.285,46,1.0
CUST00668,2,952.4100000000001,476.20500000000004,102,0.0
CUST00669,4,3395.9199999999996,848.9799999999999,26,0.0
CUST00670,4,3756.69,939.1725,302,1.0
CUST00671,9,6239.3,693.2555555555556,22,1.0
CUST00672,1,434.37,434.37,201,0.0
CUST00673,1,1297.2,1297.2,178,0.0
CUST00674,8,4178.67,522.33375,116,0.0
CUST00675,7,7603.18,1086.1685714285716,2,0.0
CUST00677,4,2691.15,672.7875,9,0.0
CUST00678,2,1145.87,572.935,256,0.0
CUST00679,9,6746.18,749.5755555555556,41,2.0
CUST00680,1,1087.83,1087.83,275,0.0
CUST00681,1,1372.4,1372.4,271,1.0
CUST00682,2,1874.3400000000001,937.1700000000001,43,1.0
CUST00685,2,1840.04,920.02,2,0.0
CUST00686,3,1409.0900000000001,469.6966666666667,187,0.0
CUST00687,5,4129.24,825.848,177,0.0
CUST00688,7,5107.13,729.59,0,1.0
CUST00689,5,4970.84,994.168,9,0.0
CUST00691,4,3542.44,885.61,3,0.0
CUST00692,3,1850.73,616.91,118,0.0
CUST00693,5,6136.5,1227.3,207,2.0
CUST00694,1,345.14,345.14,134,0.0
CUST00695,1,616.85,616.85,258,1.0
CUST00696,7,6460.69,922.9557142857142,49,1.0
CUST00697,5,4965.610000000001,993.1220000000001,44,1.0
CUST00698,10,7429.34,742.934,11,4.0
CUST00699,5,2461.35,492.27,9,0.0
CUST00700,5,3912.53,782.5060000000001,54,0.0
CUST00701,5,6476.26,1295.252,182,1.0
CUST00702,6,8044.75,1340.7916666666667,137,2.0
CUST00704,4,3057.83,764.4575,82,1.0
CUST00705,1,872.61,872.61,72,1.0
CUST00711,9,5936.34,659.5933333333334,55,2.0
CUST00712,6,2661.77,443.62833333333333,15,1.0
CUST00713,10,9663.26,966.326,56,3.0
CUST00714,7,3312.77,473.2528571428571,37,1.0
CUST00715,4,1416.25,354.0625,39,0.0
CUST00717,2,1150.47,575.235,46,0.0
CUST00719,6,3929.59,654.9316666666667,17,1.0
CUST00720,5,3086.61,617.322,351,2.0
CUST00721,3,3509.03,1169.6766666666667,3,0.0
CUST00723,1,546.81,546.81,129,0.0
CUST00726,11,8607.95,782.5409090909092,6,4.0
CUST00728,1,396.38,396.38,126,1.0
CUST00729,1,1324.83,1324.83,200,0.0
CUST00730,3,2210.89,736.9633333333333,12,0.0
CUST00732,2,874.98,437.49,1,1.0
CUST00733,5,3335.1400000000003,667.028,12,0.0
CUST00739,2,1791.41,895.705,14,0.0
CUST00741,4,2160.6800000000003,540.1700000000001,6,0.0
CUST00742,2,1288.91,644.455,109,0.0
CUST00743,6,4040.7300000000005,673.455,0,1.0
CUST00745,3,2562.92,854.3066666666667,0,0.0
CUST00747,3,2136.34,712.1133333333333,5,1.0
CUST00748,8,5195.88,649.485,49,1.0
CUST00751,3,2524.67,841.5566666666667,20,0.0
CUST00753,1,1093.17,1093.17,203,0.0
CUST00756,3,3223.87,1074.6233333333332,173,2.0
CUST00758,12,8199.88,683.3233333333333,20,0.0
CUST00759,2,1562.24,781.12,98,0.0
CUST00760,2,1132.19,566.095,222,1.0
CUST00761,2,1069.58,534.79,253,0.0
CUST00762,3,3513.6699999999996,1171.2233333333331,8,1.0
CUST00763,4,4210.57,1052.6425,248,0.0
CUST00764,7,5460.74,780.1057142857143,5,0.0
CUST00766,2,1783.35,891.675,226,0.0
CUST00767,7,3498.46,499.78000000000003,135,3.0
CUST00768,5,4145.38,829.076,27,1.0
